title,fitness_category,tool,body_part,target,disease,youtube_id,youtube_url,thumb_url,page_no,rank_on_page
팔 구부려 등 모으기,근력/근지구력,맨몸,/,유소년,,yKDmNLrGYQU,https://www.youtube.com/watch?v=yKDmNLrGYQU,https://img.youtube.com/vi/yKDmNLrGYQU/0.jpg,11,5
앉아서 다리 펴서 들어올리기,근력/근지구력,맨몸,복부/몸통,유소년,,8ko-zEe6QbU,https://www.youtube.com/watch?v=8ko-zEe6QbU,https://img.youtube.com/vi/8ko-zEe6QbU/0.jpg,11,6
옆으로 팔 대고 버티기,근력/근지구력,맨몸,/,유소년,,lVxep68_b-Y,https://www.youtube.com/watch?v=lVxep68_b-Y,https://img.youtube.com/vi/lVxep68_b-Y/0.jpg,11,7
팔꿈치-무릎 교차 닿기,근력/근지구력,맨몸,복부/허리/몸통,유소년,,XBDKsUgPmiI,https://www.youtube.com/watch?v=XBDKsUgPmiI,https://img.youtube.com/vi/XBDKsUgPmiI/0.jpg,11,8
앉아서 밴드 당기기,근력/근지구력,맨몸/밴드,//,유소년,,xiIJzYConj0,https://www.youtube.com/watch?v=xiIJzYConj0,https://img.youtube.com/vi/xiIJzYConj0/0.jpg,11,9
다리 올려 의자넘기,근력/근지구력,맨몸,복부/아랫복근/윗복근,유소년,,HA_gTzMAd9w,https://www.youtube.com/watch?v=HA_gTzMAd9w,https://img.youtube.com/vi/HA_gTzMAd9w/0.jpg,11,10
누워서 다리 펴고 원 그리기,근력/근지구력,맨몸,복부,유소년,,zI8DaA4G5lc,https://www.youtube.com/watch?v=zI8DaA4G5lc,https://img.youtube.com/vi/zI8DaA4G5lc/0.jpg,11,11
밴드로 다리 들어 올려 버티기,근력/근지구력,맨몸/밴드,복부,유소년,,xfCUGYGnOas,https://www.youtube.com/watch?v=xfCUGYGnOas,https://img.youtube.com/vi/xfCUGYGnOas/0.jpg,11,12
팔굽혀펴기,근력/근지구력,맨몸,////,유소년,,8iUa8b_j9QI,https://www.youtube.com/watch?v=8iUa8b_j9QI,https://img.youtube.com/vi/8iUa8b_j9QI/0.jpg,12,1
슈퍼맨자세,근력/근지구력,맨몸,둔부/등/허리,유소년,,4-OXSsCc7tE,https://www.youtube.com/watch?v=4-OXSsCc7tE,https://img.youtube.com/vi/4-OXSsCc7tE/0.jpg,12,2
콘운동 루틴프로그램,민첩성/순발력,하프콘,하체,청소년,,3C-1-RnAkN4,https://www.youtube.com/watch?v=3C-1-RnAkN4,https://img.youtube.com/vi/3C-1-RnAkN4/0.jpg,12,3
엎드려 팔로 걷기,근력/근지구력,맨몸,전신,유소년,,J8AH3hWBVME,https://www.youtube.com/watch?v=J8AH3hWBVME,https://img.youtube.com/vi/J8AH3hWBVME/0.jpg,12,4
의자 잡고 팔 뒤로 굽히기,근력/근지구력,맨몸/의자,어깨/위팔뒤쪽,유소년,,05Lk6_BvAmg,https://www.youtube.com/watch?v=05Lk6_BvAmg,https://img.youtube.com/vi/05Lk6_BvAmg/0.jpg,12,5
밴드 어깨 뒤로 들어올리기,근력/근지구력,밴드,어깨,유소년,,WRG6W36C7VU,https://www.youtube.com/watch?v=WRG6W36C7VU,https://img.youtube.com/vi/WRG6W36C7VU/0.jpg,12,6
아령 뒤로 들어올리기,근력/근지구력,물병,,유소년,,qj3zLd6yHic,https://www.youtube.com/watch?v=qj3zLd6yHic,https://img.youtube.com/vi/qj3zLd6yHic/0.jpg,12,7
밴드 앞 옆으로 들어올리기,근력/근지구력,맨몸/밴드,어깨,유소년,,a8g7ZyPdGfc,https://www.youtube.com/watch?v=a8g7ZyPdGfc,https://img.youtube.com/vi/a8g7ZyPdGfc/0.jpg,12,8
앉아서 엉덩이 들고 이동하기,근력/근지구력,맨몸,전신,유소년,,nIYbPqFNO4U,https://www.youtube.com/watch?v=nIYbPqFNO4U,https://img.youtube.com/vi/nIYbPqFNO4U/0.jpg,12,9
아령 앞으로 들어올리기,근력/근지구력,물병,위팔앞쪽,유소년,,eKgfqbub0uE,https://www.youtube.com/watch?v=eKgfqbub0uE,https://img.youtube.com/vi/eKgfqbub0uE/0.jpg,12,10
엎드려 상체 들어올리기,근력/근지구력,맨몸,/,유소년,,NcMo93Lp2bs,https://www.youtube.com/watch?v=NcMo93Lp2bs,https://img.youtube.com/vi/NcMo93Lp2bs/0.jpg,12,11
누워서 뒤로 팔굽혀펴기,근력/근지구력,맨몸,어깨/위팔뒤쪽,유소년,,_QdRvkPQ-EE,https://www.youtube.com/watch?v=_QdRvkPQ-EE,https://img.youtube.com/vi/_QdRvkPQ-EE/0.jpg,12,12
정적 스트레칭 루틴프로그램,유연성,맨몸,///,청소년,,AjP1ntmtMQk,https://www.youtube.com/watch?v=AjP1ntmtMQk,https://img.youtube.com/vi/AjP1ntmtMQk/0.jpg,13,1
동적 스트레칭 루틴프로그램,유연성,맨몸,///,청소년,,wKxfDV7j44I,https://www.youtube.com/watch?v=wKxfDV7j44I,https://img.youtube.com/vi/wKxfDV7j44I/0.jpg,13,2
맨몸운동 루틴프로그램,근력/근지구력,맨몸,///,청소년,,8rYcSq4lF20,https://www.youtube.com/watch?v=8rYcSq4lF20,https://img.youtube.com/vi/8rYcSq4lF20/0.jpg,13,3
요가 및 필라테스 루틴프로그램,유연성,맨몸,///,청소년,,irR1kS8vUPs,https://www.youtube.com/watch?v=irR1kS8vUPs,https://img.youtube.com/vi/irR1kS8vUPs/0.jpg,13,4
저항밴드 운동 루틴프로그램,근력/근지구력,밴드,///,청소년,,BI-JCOyZb0o,https://www.youtube.com/watch?v=BI-JCOyZb0o,https://img.youtube.com/vi/BI-JCOyZb0o/0.jpg,13,5
웨이트 트레이닝 루틴프로그램,근력/근지구력,웨이트기계,///,청소년,,8Cy7A9VL5xI,https://www.youtube.com/watch?v=8Cy7A9VL5xI,https://img.youtube.com/vi/8Cy7A9VL5xI/0.jpg,13,6
바운딩 운동 루틴프로그램,민첩성/순발력,맨몸,/,청소년,,dbBOS6XEQcY,https://www.youtube.com/watch?v=dbBOS6XEQcY,https://img.youtube.com/vi/dbBOS6XEQcY/0.jpg,13,7
메디신볼 운동 루틴프로그램,협응력,공,///,청소년,,POn6_6uSNpw,https://www.youtube.com/watch?v=POn6_6uSNpw,https://img.youtube.com/vi/POn6_6uSNpw/0.jpg,13,8
짝 스트레칭 루틴프로그램,유연성,맨몸,/,청소년,,nzn5cX71hUM,https://www.youtube.com/watch?v=nzn5cX71hUM,https://img.youtube.com/vi/nzn5cX71hUM/0.jpg,13,9
사다리 운동 루틴프로그램,민첩성/순발력,사다리,하체,청소년,,w-8hG1ecvXk,https://www.youtube.com/watch?v=w-8hG1ecvXk,https://img.youtube.com/vi/w-8hG1ecvXk/0.jpg,13,10
박스 운동 루틴프로그램,민첩성/순발력,스텝박스,///,청소년,,nmEo2qR-r70,https://www.youtube.com/watch?v=nmEo2qR-r70,https://img.youtube.com/vi/nmEo2qR-r70/0.jpg,13,11
짐볼 운동 루틴프로그램,협응력,짐볼,//,청소년,,EwprpXnHJwI,https://www.youtube.com/watch?v=EwprpXnHJwI,https://img.youtube.com/vi/EwprpXnHJwI/0.jpg,13,12
양발 벌려 무릎 밀어내기,유연성,맨몸,//,청소년,,UdZGUv4wlXY,https://www.youtube.com/watch?v=UdZGUv4wlXY,https://img.youtube.com/vi/UdZGUv4wlXY/0.jpg,14,1
양발 교차하여 서서 몸통 숙이기,유연성,맨몸,허벅지뒤쪽,청소년,,bJtOZVdo5fc,https://www.youtube.com/watch?v=bJtOZVdo5fc,https://img.youtube.com/vi/bJtOZVdo5fc/0.jpg,14,2
엎드려 상체 들어올리기,유연성,맨몸,복부/허리,청소년,,xn8QBBZdqF4,https://www.youtube.com/watch?v=xn8QBBZdqF4,https://img.youtube.com/vi/xn8QBBZdqF4/0.jpg,14,3
온 몸 뻗어주기,유연성,맨몸,///,청소년,,baeEwhAaAcw,https://www.youtube.com/watch?v=baeEwhAaAcw,https://img.youtube.com/vi/baeEwhAaAcw/0.jpg,14,4
다리모아 무릎 누르기,유연성,맨몸,/,청소년,,ETIxjvO9jIA,https://www.youtube.com/watch?v=ETIxjvO9jIA,https://img.youtube.com/vi/ETIxjvO9jIA/0.jpg,14,5
누워 발목 당겨주기,유연성,맨몸,허벅지앞쪽,청소년,,UJw4Ygz2Hv8,https://www.youtube.com/watch?v=UJw4Ygz2Hv8,https://img.youtube.com/vi/UJw4Ygz2Hv8/0.jpg,14,6
서서 발목 뒤로 당기기,유연성,맨몸,허벅지앞쪽,청소년,,RYn1twwWtqM,https://www.youtube.com/watch?v=RYn1twwWtqM,https://img.youtube.com/vi/RYn1twwWtqM/0.jpg,14,7
서서 발목 누르기,유연성,맨몸,종아리뒤쪽,청소년,,jq3VnBfOwoY,https://www.youtube.com/watch?v=jq3VnBfOwoY,https://img.youtube.com/vi/jq3VnBfOwoY/0.jpg,14,8
의자에 앉아 옆구리 숙이기,유연성,의자,몸통,청소년,,oCC0g9Snqps,https://www.youtube.com/watch?v=oCC0g9Snqps,https://img.youtube.com/vi/oCC0g9Snqps/0.jpg,14,9
무릎당겨 다리 올리기,유연성,맨몸,//,청소년,,OaCKyOroRzQ,https://www.youtube.com/watch?v=OaCKyOroRzQ,https://img.youtube.com/vi/OaCKyOroRzQ/0.jpg,14,10
다리뻗어 상체 숙이기,유연성,맨몸,허벅지앞쪽/종아리뒤쪽,청소년,,9wnZBWk0nr8,https://www.youtube.com/watch?v=9wnZBWk0nr8,https://img.youtube.com/vi/9wnZBWk0nr8/0.jpg,14,11
무릎 당겨올리기,유연성,의자,/,청소년,,3thojLBe9OY,https://www.youtube.com/watch?v=3thojLBe9OY,https://img.youtube.com/vi/3thojLBe9OY/0.jpg,14,12
몸통 스트레칭,유연성,맨몸,몸통/둔부,청소년,,P541qzMUzqI,https://www.youtube.com/watch?v=P541qzMUzqI,https://img.youtube.com/vi/P541qzMUzqI/0.jpg,15,1
옆구리 스트레칭,유연성,맨몸,몸통,청소년,,pkjirZ3ZH0w,https://www.youtube.com/watch?v=pkjirZ3ZH0w,https://img.youtube.com/vi/pkjirZ3ZH0w/0.jpg,15,2
척추 들어올리기,유연성,맨몸,허리,청소년,,wlzouLNjZnc,https://www.youtube.com/watch?v=wlzouLNjZnc,https://img.youtube.com/vi/wlzouLNjZnc/0.jpg,15,3
서서 한팔 들어 오른쪽 왼쪽 뻗기,유연성,맨몸,몸통,청소년,,Q2luEQI8n_g,https://www.youtube.com/watch?v=Q2luEQI8n_g,https://img.youtube.com/vi/Q2luEQI8n_g/0.jpg,15,4
의자에 앉아 가슴 몸통 말아주기,유연성,의자,허리,청소년,,u-4PKzw0gbk,https://www.youtube.com/watch?v=u-4PKzw0gbk,https://img.youtube.com/vi/u-4PKzw0gbk/0.jpg,15,5
팔꿈치 머리 뒤로 젖히기,유연성,맨몸,어깨측면/위팔뒤쪽,청소년,,P57sd08iiZg,https://www.youtube.com/watch?v=P57sd08iiZg,https://img.youtube.com/vi/P57sd08iiZg/0.jpg,15,6
다리굽혀 허리 비틀기,유연성,맨몸,몸통,청소년,,T9DeIorl-UA,https://www.youtube.com/watch?v=T9DeIorl-UA,https://img.youtube.com/vi/T9DeIorl-UA/0.jpg,15,7
목 당기기,유연성,맨몸,목,청소년,,ekjrE3rt4wA,https://www.youtube.com/watch?v=ekjrE3rt4wA,https://img.youtube.com/vi/ekjrE3rt4wA/0.jpg,15,8
깍지끼고 목 들어올리기,유연성,맨몸,목/어깨측면,청소년,,ZHK8lJXGUaw,https://www.youtube.com/watch?v=ZHK8lJXGUaw,https://img.youtube.com/vi/ZHK8lJXGUaw/0.jpg,15,9
의자에 앉아 몸통비틀기,유연성,의자,//,청소년,,nqvDfch6Nak,https://www.youtube.com/watch?v=nqvDfch6Nak,https://img.youtube.com/vi/nqvDfch6Nak/0.jpg,15,10
한발들어 좌우 돌리기,유연성,맨몸,/,청소년,,1cfaNDv7zxE,https://www.youtube.com/watch?v=1cfaNDv7zxE,https://img.youtube.com/vi/1cfaNDv7zxE/0.jpg,15,11
의자에 앉아 가슴 뒤로 젖히기,유연성,의자,/,청소년,,QURU9hZBpxY,https://www.youtube.com/watch?v=QURU9hZBpxY,https://img.youtube.com/vi/QURU9hZBpxY/0.jpg,15,12
무릎굽혀 원 그리기,유연성,맨몸,/,청소년,,D6K8cstq2vA,https://www.youtube.com/watch?v=D6K8cstq2vA,https://img.youtube.com/vi/D6K8cstq2vA/0.jpg,16,1
전신 비틀며 전진하기,유연성,맨몸,//,청소년,,ij_VejOk_qk,https://www.youtube.com/watch?v=ij_VejOk_qk,https://img.youtube.com/vi/ij_VejOk_qk/0.jpg,16,2
허리숙여 양팔 돌리기,유연성,맨몸,/,청소년,,E4JM5JyfUo0,https://www.youtube.com/watch?v=E4JM5JyfUo0,https://img.youtube.com/vi/E4JM5JyfUo0/0.jpg,16,3
자세낮춰 이동하기,유연성,맨몸,//,청소년,,JOiQ_4pKn10,https://www.youtube.com/watch?v=JOiQ_4pKn10,https://img.youtube.com/vi/JOiQ_4pKn10/0.jpg,16,4
빠르게 무릎 올려 찍기,유연성,맨몸,//,청소년,,TlbhGjLiVW8,https://www.youtube.com/watch?v=TlbhGjLiVW8,https://img.youtube.com/vi/TlbhGjLiVW8/0.jpg,16,5
전진 점프하며 발바닥 찍기,유연성,맨몸,허벅지앞쪽/종아리뒤쪽,청소년,,B-3vcZl8CEs,https://www.youtube.com/watch?v=B-3vcZl8CEs,https://img.youtube.com/vi/B-3vcZl8CEs/0.jpg,16,6
전진 점프하며 발 뒤꿈치 찍기,유연성,맨몸,허벅지앞쪽/종아리뒤쪽,청소년,,2-K0RagzhNA,https://www.youtube.com/watch?v=2-K0RagzhNA,https://img.youtube.com/vi/2-K0RagzhNA/0.jpg,16,7
팔 돌리며 점프하기,유연성,맨몸,전신,청소년,,l3M5DazLqH4,https://www.youtube.com/watch?v=l3M5DazLqH4,https://img.youtube.com/vi/l3M5DazLqH4/0.jpg,16,8
다리 들어올리기,유연성,맨몸,///,청소년,,nvNF5RVOcF0,https://www.youtube.com/watch?v=nvNF5RVOcF0,https://img.youtube.com/vi/nvNF5RVOcF0/0.jpg,16,9
네발 걷기,유연성,맨몸,/,청소년,,YvYyEENTErI,https://www.youtube.com/watch?v=YvYyEENTErI,https://img.youtube.com/vi/YvYyEENTErI/0.jpg,16,10
옆으로 팔 벌리며 점프하기,유연성,맨몸,/,청소년,,li5_o-mrmY4,https://www.youtube.com/watch?v=li5_o-mrmY4,https://img.youtube.com/vi/li5_o-mrmY4/0.jpg,16,11
다리벌려 풍차돌기,유연성,맨몸,//,청소년,,kIZZ3-hb5I4,https://www.youtube.com/watch?v=kIZZ3-hb5I4,https://img.youtube.com/vi/kIZZ3-hb5I4/0.jpg,16,12
팔꿈치 원 그리기,유연성,맨몸,어깨측면,청소년,,aIrdUGoI32I,https://www.youtube.com/watch?v=aIrdUGoI32I,https://img.youtube.com/vi/aIrdUGoI32I/0.jpg,17,1
목 돌리기,유연성,맨몸,목,청소년,,-UCNGXY5n-k,https://www.youtube.com/watch?v=-UCNGXY5n-k,https://img.youtube.com/vi/-UCNGXY5n-k/0.jpg,17,2
상체 앞으로 숙이기,유연성,맨몸,허벅지뒤쪽,청소년,,16kBnjtxKqA,https://www.youtube.com/watch?v=16kBnjtxKqA,https://img.youtube.com/vi/16kBnjtxKqA/0.jpg,17,3
다리들어 옆으로 올리기,유연성,맨몸,허벅지내측/허벅지외측,청소년,,ff6z_bS-75g,https://www.youtube.com/watch?v=ff6z_bS-75g,https://img.youtube.com/vi/ff6z_bS-75g/0.jpg,17,4
무릎 들어올리기,유연성,맨몸,/,청소년,,JZctdEOGJss,https://www.youtube.com/watch?v=JZctdEOGJss,https://img.youtube.com/vi/JZctdEOGJss/0.jpg,17,5
앉아서 상체 앞 옆으로 기울기,유연성,맨몸,허벅지뒤쪽,청소년,,tgLv_XlFm90,https://www.youtube.com/watch?v=tgLv_XlFm90,https://img.youtube.com/vi/tgLv_XlFm90/0.jpg,17,6
엉덩이 늘리기,유연성,맨몸,,청소년,,L4mQHcwZk1E,https://www.youtube.com/watch?v=L4mQHcwZk1E,https://img.youtube.com/vi/L4mQHcwZk1E/0.jpg,17,7
한쪽 다리펴고 상체 숙이기,유연성,맨몸,허벅지뒤쪽,청소년,,VzTSZ5IR6T4,https://www.youtube.com/watch?v=VzTSZ5IR6T4,https://img.youtube.com/vi/VzTSZ5IR6T4/0.jpg,17,8
마주보고 상체 좌우 비틀기,유연성,맨몸,/,청소년,,xY8usGtw0c4,https://www.youtube.com/watch?v=xY8usGtw0c4,https://img.youtube.com/vi/xY8usGtw0c4/0.jpg,17,9
발등 동시에 늘리기,유연성,맨몸,종아리앞쪽,청소년,,Sb3tMyCv-LI,https://www.youtube.com/watch?v=Sb3tMyCv-LI,https://img.youtube.com/vi/Sb3tMyCv-LI/0.jpg,17,10
웅크리고 앉아 손잡고 상체 숙이기,유연성,맨몸,,청소년,,3TVzVGyBYyQ,https://www.youtube.com/watch?v=3TVzVGyBYyQ,https://img.youtube.com/vi/3TVzVGyBYyQ/0.jpg,17,11
마주보고 종아리 펴기,유연성,맨몸,종아리뒤쪽,청소년,,KdMbFfuqKDo,https://www.youtube.com/watch?v=KdMbFfuqKDo,https://img.youtube.com/vi/KdMbFfuqKDo/0.jpg,17,12
몸통 비틀기,유연성,맨몸,몸통,청소년,,lSqDCbT04_U,https://www.youtube.com/watch?v=lSqDCbT04_U,https://img.youtube.com/vi/lSqDCbT04_U/0.jpg,18,1
팔 당기기,유연성,맨몸,어깨측면/위팔앞쪽,청소년,,gXUCHOXzDQA,https://www.youtube.com/watch?v=gXUCHOXzDQA,https://img.youtube.com/vi/gXUCHOXzDQA/0.jpg,18,2
시소우,유연성,맨몸,//,청소년,,bGoseV7XdYg,https://www.youtube.com/watch?v=bGoseV7XdYg,https://img.youtube.com/vi/bGoseV7XdYg/0.jpg,18,3
나무자세,유연성,맨몸,//,청소년,,o9rVEWJmw04,https://www.youtube.com/watch?v=o9rVEWJmw04,https://img.youtube.com/vi/o9rVEWJmw04/0.jpg,18,4
겨드랑이 늘리기,유연성,맨몸,어깨측면/위팔뒤쪽,청소년,,wDkTrB_vqhQ,https://www.youtube.com/watch?v=wDkTrB_vqhQ,https://img.youtube.com/vi/wDkTrB_vqhQ/0.jpg,18,5
어깨 누르기,유연성,맨몸,어깨측면/위팔앞쪽,청소년,,Am7pXgHCeEc,https://www.youtube.com/watch?v=Am7pXgHCeEc,https://img.youtube.com/vi/Am7pXgHCeEc/0.jpg,18,6
목 스트레칭,유연성,맨몸,목,청소년,,J_AwzVFuq9Q,https://www.youtube.com/watch?v=J_AwzVFuq9Q,https://img.youtube.com/vi/J_AwzVFuq9Q/0.jpg,18,7
측면 팔대고 버티기,유연성,맨몸,/,청소년,,gcnHubO58_w,https://www.youtube.com/watch?v=gcnHubO58_w,https://img.youtube.com/vi/gcnHubO58_w/0.jpg,18,8
레그 스윙,유연성,맨몸,//,청소년,,SIBvVDXxgJE,https://www.youtube.com/watch?v=SIBvVDXxgJE,https://img.youtube.com/vi/SIBvVDXxgJE/0.jpg,18,9
가슴 어깨 펴기,유연성,맨몸,/,청소년,,x9pZHUdv3NI,https://www.youtube.com/watch?v=x9pZHUdv3NI,https://img.youtube.com/vi/x9pZHUdv3NI/0.jpg,18,10
스타 투 니 풀,유연성,맨몸,/,청소년,,2qLcXILOz8o,https://www.youtube.com/watch?v=2qLcXILOz8o,https://img.youtube.com/vi/2qLcXILOz8o/0.jpg,18,11
나란히 서서 손잡고 끌어당기기,유연성,맨몸,/,청소년,,MYL1mKEcENU,https://www.youtube.com/watch?v=MYL1mKEcENU,https://img.youtube.com/vi/MYL1mKEcENU/0.jpg,18,12
전사자세,유연성,맨몸,//,청소년,,9NFqY-70xG0,https://www.youtube.com/watch?v=9NFqY-70xG0,https://img.youtube.com/vi/9NFqY-70xG0/0.jpg,19,1
합장하여 앞으로 숙이기,유연성,맨몸,//,청소년,,h9VaKq1NgzA,https://www.youtube.com/watch?v=h9VaKq1NgzA,https://img.youtube.com/vi/h9VaKq1NgzA/0.jpg,19,2
휴식자세,유연성,맨몸,전신,청소년,,fSBlJv9LtTo,https://www.youtube.com/watch?v=fSBlJv9LtTo,https://img.youtube.com/vi/fSBlJv9LtTo/0.jpg,19,3
아기자세,유연성,맨몸,/,청소년,,7SaM81FwOaM,https://www.youtube.com/watch?v=7SaM81FwOaM,https://img.youtube.com/vi/7SaM81FwOaM/0.jpg,19,4
앉은 산 자세,유연성,맨몸,//,청소년,,v9sTf7ZrVc,https://www.youtube.com/watch?v=v9sTf7ZrVc,https://img.youtube.com/vi/v9sTf7ZrVc/0.jpg,19,5
소머리 자세,유연성,맨몸,//,청소년,,OkP9Af1oi6Q,https://www.youtube.com/watch?v=OkP9Af1oi6Q,https://img.youtube.com/vi/OkP9Af1oi6Q/0.jpg,19,6
전갈자세,유연성,맨몸,//,청소년,,ew0FGfiNo7E,https://www.youtube.com/watch?v=ew0FGfiNo7E,https://img.youtube.com/vi/ew0FGfiNo7E/0.jpg,19,7
회전 초승달 자세,유연성,맨몸,/,청소년,,FaHlSUzemwE,https://www.youtube.com/watch?v=FaHlSUzemwE,https://img.youtube.com/vi/FaHlSUzemwE/0.jpg,19,8
왜가리 자세,유연성,맨몸,//,청소년,,E39duPLfufI,https://www.youtube.com/watch?v=E39duPLfufI,https://img.youtube.com/vi/E39duPLfufI/0.jpg,19,9
결가부좌,유연성,맨몸,//,청소년,,qN3SBclxZJI,https://www.youtube.com/watch?v=qN3SBclxZJI,https://img.youtube.com/vi/qN3SBclxZJI/0.jpg,19,10
다리자세,유연성,맨몸,//,청소년,,A0E7DRnQ_Q4,https://www.youtube.com/watch?v=A0E7DRnQ_Q4,https://img.youtube.com/vi/A0E7DRnQ_Q4/0.jpg,19,11
모관운동,유연성,맨몸,//,청소년,,HaMZOnbpNpg,https://www.youtube.com/watch?v=HaMZOnbpNpg,https://img.youtube.com/vi/HaMZOnbpNpg/0.jpg,19,12
고양이 자세,유연성,맨몸,/,청소년,,gMSjGShXau0,https://www.youtube.com/watch?v=gMSjGShXau0,https://img.youtube.com/vi/gMSjGShXau0/0.jpg,20,1
복식호흡,유연성,맨몸,복부,청소년,,mZTd06yXVT0,https://www.youtube.com/watch?v=mZTd06yXVT0,https://img.youtube.com/vi/mZTd06yXVT0/0.jpg,20,2
나비자세,유연성,맨몸,허벅지앞쪽/허벅지내측,청소년,,JtYg2OKbNyY,https://www.youtube.com/watch?v=JtYg2OKbNyY,https://img.youtube.com/vi/JtYg2OKbNyY/0.jpg,20,3
반달자세,유연성,맨몸,몸통,청소년,,jcIP1dSsFxY,https://www.youtube.com/watch?v=jcIP1dSsFxY,https://img.youtube.com/vi/jcIP1dSsFxY/0.jpg,20,4
발목 돌리기,유연성,맨몸,허벅지뒤쪽/종아리앞쪽,청소년,,sVESU0zsN8M,https://www.youtube.com/watch?v=sVESU0zsN8M,https://img.youtube.com/vi/sVESU0zsN8M/0.jpg,20,5
발 끝 당기기,유연성,맨몸,종아리,청소년,,njziTUqaACU,https://www.youtube.com/watch?v=njziTUqaACU,https://img.youtube.com/vi/njziTUqaACU/0.jpg,20,6
런지하며 상체 비틀기,근력/근지구력,밴드,/,청소년,,bOM-pdr24kE,https://www.youtube.com/watch?v=bOM-pdr24kE,https://img.youtube.com/vi/bOM-pdr24kE/0.jpg,20,7
팔 들어 올리며 런지,근력/근지구력,밴드,//,청소년,,vcsuFADyX5k,https://www.youtube.com/watch?v=vcsuFADyX5k,https://img.youtube.com/vi/vcsuFADyX5k/0.jpg,20,8
앉았다 일어서며 팔 들어올리기,근력/근지구력,밴드,/,청소년,,wwiseQa4ea4,https://www.youtube.com/watch?v=wwiseQa4ea4,https://img.youtube.com/vi/wwiseQa4ea4/0.jpg,20,9
누워 한발 원 그리기,유연성,맨몸,허벅지내측,청소년,,YuaaitvaPTk,https://www.youtube.com/watch?v=YuaaitvaPTk,https://img.youtube.com/vi/YuaaitvaPTk/0.jpg,20,10
물고기 자세,유연성,맨몸,몸통/등,청소년,,-FEkhKrOibI,https://www.youtube.com/watch?v=-FEkhKrOibI,https://img.youtube.com/vi/-FEkhKrOibI/0.jpg,20,11
엎드려 한발 원 그리기,유연성,맨몸,/,청소년,,V_QyTCcKpbY,https://www.youtube.com/watch?v=V_QyTCcKpbY,https://img.youtube.com/vi/V_QyTCcKpbY/0.jpg,20,12
옆으로 굽히기,근력/근지구력,밴드,등/몸통,청소년,,jI_cfentmYY,https://www.youtube.com/watch?v=jI_cfentmYY,https://img.youtube.com/vi/jI_cfentmYY/0.jpg,21,1
앉아서 무릎 굽히기,근력/근지구력,밴드,허벅지뒤쪽,청소년,,-L-MzlMAxFo,https://www.youtube.com/watch?v=-L-MzlMAxFo,https://img.youtube.com/vi/-L-MzlMAxFo/0.jpg,21,2
팔꿈치 고정 후 벌리기,근력/근지구력,밴드,어깨측면/위팔앞쪽,청소년,,dke75bdV9F0,https://www.youtube.com/watch?v=dke75bdV9F0,https://img.youtube.com/vi/dke75bdV9F0/0.jpg,21,3
한 발 들어올리기,근력/근지구력,밴드,허벅지외측,청소년,,Ikbt7w7SFwk,https://www.youtube.com/watch?v=Ikbt7w7SFwk,https://img.youtube.com/vi/Ikbt7w7SFwk/0.jpg,21,4
양팔 크게 벌리기,근력/근지구력,밴드,/,청소년,,FAJU6F7lusU,https://www.youtube.com/watch?v=FAJU6F7lusU,https://img.youtube.com/vi/FAJU6F7lusU/0.jpg,21,5
앉아서 다리 올리기,근력/근지구력,밴드,허벅지앞쪽,청소년,,-w1qoYbzKtM,https://www.youtube.com/watch?v=-w1qoYbzKtM,https://img.youtube.com/vi/-w1qoYbzKtM/0.jpg,21,6
상체 감아올리기,근력/근지구력,밴드,복부,청소년,,rUcEA_Qk8R8,https://www.youtube.com/watch?v=rUcEA_Qk8R8,https://img.youtube.com/vi/rUcEA_Qk8R8/0.jpg,21,7
한 발 뒤로 들어올리기,근력/근지구력,밴드,//,청소년,,kz5XRTGXDbM,https://www.youtube.com/watch?v=kz5XRTGXDbM,https://img.youtube.com/vi/kz5XRTGXDbM/0.jpg,21,8
뒤로 팔 뻗기,근력/근지구력,밴드,어깨뒤쪽,청소년,,MLucwQQhV7w,https://www.youtube.com/watch?v=MLucwQQhV7w,https://img.youtube.com/vi/MLucwQQhV7w/0.jpg,21,9
발에 밴드걸고 윗몸일으키기,근력/근지구력,밴드,복부,청소년,,vcsuFADyX5k,https://www.youtube.com/watch?v=vcsuFADyX5k,https://img.youtube.com/vi/vcsuFADyX5k/0.jpg,21,10
한 발 끌어당기기,근력/근지구력,밴드,허벅지내측,청소년,,CFCe-9XoOGY,https://www.youtube.com/watch?v=CFCe-9XoOGY,https://img.youtube.com/vi/CFCe-9XoOGY/0.jpg,21,11
다리 감아올리기,근력/근지구력,밴드,복부,청소년,,TEPwppVaXOI,https://www.youtube.com/watch?v=TEPwppVaXOI,https://img.youtube.com/vi/TEPwppVaXOI/0.jpg,21,12
버피 테스트,근력/근지구력,맨몸,//,청소년,,pTtqoa8qCKw,https://www.youtube.com/watch?v=pTtqoa8qCKw,https://img.youtube.com/vi/pTtqoa8qCKw/0.jpg,22,1
크런치 사이클,근력/근지구력,맨몸,//,청소년,,UGgk7Jw_f1U,https://www.youtube.com/watch?v=UGgk7Jw_f1U,https://img.youtube.com/vi/UGgk7Jw_f1U/0.jpg,22,2
앉았다 일어서기,근력/근지구력,웨이트기계,//,청소년,,fGZmGAxlD_M,https://www.youtube.com/watch?v=fGZmGAxlD_M,https://img.youtube.com/vi/fGZmGAxlD_M/0.jpg,22,3
